,AT,V,AP,RH,PE
33783,29.28,77.17,1009.4,76.3,433.14
33784,30.15,69.88,1007.2,73.67,434.75
33785,31.98,70.17,999.43,59.42,430.92
33786,28.75,64.69,1007.1,60.37,437.94
33787,14.26,43.34,1017.24,81.54,464.62
33788,27.36,48.6,1003.18,54.93,436.06
33789,29.29,57.19,1008.3,60.11,435.69
33790,20.0,56.53,1020.43,75.94,454.86
33791,15.67,48.78,1013.76,88.92,462.96
33792,16.85,41.35,1006.14,79.21,463.37
33793,25.24,68.28,1000.26,78.17,435.9
33794,19.79,51.19,1008.77,94.72,447.96
33795,24.65,72.43,1007.99,90.05,437.59
33796,13.12,48.04,1011.93,100.07,463.46
33797,18.45,42.44,1013.45,63.52,459.79
33798,26.01,74.33,1015.69,81.22,435.82
33799,12.45,37.92,1008.03,61.87,470.59
33800,15.0,50.88,1014.04,100.12,459.37
33801,12.51,41.92,1031.21,64.66,468.41
33802,12.75,44.2,1017.59,81.22,471.03
33803,5.15,35.19,1018.63,93.94,488.42
33804,23.3,72.99,1008.54,92.11,437.62
33805,15.55,43.71,1024.34,79.61,465.14
33806,4.08,35.19,1018.87,97.07,489.44
33807,13.05,34.03,1018.31,64.99,472.69
33808,10.73,40.35,1012.27,89.65,477.23
33809,8.13,39.96,1026.07,95.84,477.12
33810,15.9,39.99,1007.03,78.49,465.5
33811,23.57,67.9,1006.08,70.12,446.72
33812,26.81,56.57,1013.68,61.6,442.94
33813,22.95,63.94,1013.91,81.52,438.33
33814,18.85,48.06,1012.52,67.88,451.77
33815,6.37,40.81,1025.98,91.0,489.18
33816,10.07,41.39,1019.89,70.53,480.54
33817,25.61,60.32,1015.77,56.48,443.96
33818,17.3,57.76,1016.26,87.74,455.75
33819,10.12,38.38,1018.22,85.93,477.73
33820,15.07,43.48,1015.22,57.74,459.96
33821,29.31,68.67,1006.18,63.38,435.57
33822,25.62,58.82,1010.02,70.31,444.14
33823,28.37,71.64,1007.39,71.06,434.91
33824,25.08,51.43,1011.8,71.98,446.67
33825,26.63,64.44,1012.66,61.19,442.0
33826,16.48,41.35,1005.61,89.07,465.64
33827,6.23,40.96,1022.49,93.15,488.82
33828,22.32,59.8,1016.82,64.18,451.21
33829,7.32,39.42,1026.15,76.51,476.12
33830,12.95,40.1,1015.31,86.01,471.07
33831,14.43,38.91,1013.28,70.26,468.83
33832,18.9,47.83,1005.31,77.79,455.94
33833,17.89,44.6,1014.48,42.51,463.99
33834,7.64,42.28,1008.46,84.29,484.78
33835,27.37,71.06,1008.4,87.52,432.14
33836,13.66,41.67,1013.43,80.56,469.17
33837,18.16,39.99,1007.73,70.54,463.69
33838,14.32,71.14,1019.87,79.15,460.02
33839,19.92,38.52,1018.15,60.68,451.16
33840,23.22,63.07,1012.91,77.59,446.62
33841,8.02,40.23,1017.42,90.26,484.22
33842,22.53,62.39,1007.84,86.4,450.08
33843,26.72,74.87,1010.18,70.74,441.93
33844,14.38,40.73,1017.48,90.64,462.98
33845,25.21,60.37,1006.01,73.14,436.23
33846,23.07,70.47,1008.64,83.37,439.04
33847,14.88,42.28,1007.26,71.3,466.73
33848,21.79,61.45,1011.11,91.78,446.99
33849,25.66,61.08,1013.0,71.21,446.05
33850,18.94,47.83,1005.18,78.59,455.19
33851,9.93,41.62,1013.76,96.02,464.64
33852,16.5,49.39,1018.35,93.42,462.48
33853,13.46,44.71,1014.51,50.0,474.6
33854,25.51,67.69,1004.53,80.03,433.02
33855,27.06,64.45,1008.72,54.21,443.1
33856,23.75,67.9,1006.25,70.17,445.22
33857,29.08,67.79,1010.91,55.96,442.78
33858,22.43,63.21,1012.06,84.75,447.98
33859,9.55,40.67,1018.56,70.72,486.34
33860,24.05,67.83,1009.35,63.8,442.53
33861,18.1,45.0,1023.05,48.41,465.46
33862,23.97,62.44,1013.64,88.5,442.46
33863,13.84,41.26,1020.92,74.74,462.46
33864,11.28,43.41,1017.91,81.03,471.42
33865,13.78,39.85,1012.7,71.99,474.9
33866,9.17,40.67,1019.03,66.21,487.33
33867,32.29,64.96,1002.13,42.61,430.58
33868,8.53,38.18,1017.54,76.49,480.86
33869,32.18,69.75,1009.94,52.91,438.26
33870,19.82,57.85,1011.58,97.23,447.36
33871,12.73,37.73,1021.89,61.76,470.89
33872,25.42,73.21,1001.91,93.78,432.04
33873,8.09,38.5,1012.99,67.31,484.81
33874,18.55,52.84,1004.45,86.82,450.23
33875,15.54,41.23,995.45,83.73,463.06
33876,14.64,45.0,1021.78,41.25,475.98
33877,24.01,42.48,1011.39,55.1,453.12
33878,13.77,43.13,1016.63,62.13,468.45
33879,23.23,60.32,1016.73,78.35,447.09
33880,18.31,62.1,1020.38,79.02,455.24
33881,13.86,37.85,1011.4,89.7,469.94
33882,21.5,45.38,1013.88,64.28,460.18
33883,5.74,37.8,1021.37,74.47,490.81
33884,7.67,42.85,1012.02,93.35,478.94
33885,17.82,65.94,1013.44,88.13,452.82
33886,32.18,65.74,1010.89,46.52,435.58
33887,27.44,58.9,1003.86,66.74,442.19
33888,25.16,57.17,1009.86,75.7,442.03
33889,28.73,73.91,1004.91,70.17,436.12
33890,21.63,60.84,1018.16,77.53,445.93
33891,24.75,69.45,1013.97,53.49,438.28
33892,21.8,62.39,1007.84,89.04,452.15
33893,12.97,40.75,1016.05,79.67,476.28
33894,27.0,60.96,1012.36,58.97,450.15
33895,15.91,44.99,1010.93,62.81,459.73
33896,14.2,43.02,1012.18,57.07,470.67
33897,20.74,58.2,1017.54,70.66,450.4
33898,18.76,44.71,1015.15,30.83,462.18
33899,25.32,54.5,1015.5,68.17,451.52
33900,13.25,34.03,1018.94,72.1,470.46
33901,10.57,41.55,1003.62,67.89,475.6
33902,23.75,59.07,1007.73,88.82,443.54
33903,7.09,43.13,1017.91,92.37,485.04
33904,30.88,69.51,1011.48,46.58,433.14
33905,6.76,37.49,1011.66,80.91,484.85
33906,19.09,43.14,1012.34,45.75,463.3
33907,16.7,50.88,1015.11,97.25,456.18
33908,19.81,66.54,1013.88,80.09,449.07
33909,16.52,53.16,1014.68,76.82,457.81
33910,9.59,38.56,1017.01,60.1,481.3
33911,30.12,69.71,1009.1,52.02,435.85
33912,18.37,44.89,1010.61,86.74,454.37
33913,12.32,41.26,1022.42,79.74,470.27
33914,20.03,45.01,1012.73,56.89,460.11
33915,26.27,59.44,1012.23,58.77,443.67
33916,9.45,41.4,1027.06,87.35,479.0
33917,19.83,39.39,1013.73,59.16,463.72
33918,21.13,47.43,1006.97,64.26,448.83
33919,19.41,49.39,1020.84,81.89,449.24
33920,19.8,49.15,1020.88,61.88,461.78
33921,10.59,41.46,1016.87,85.7,480.83
33922,29.96,70.04,1010.15,54.47,427.1
33923,23.45,70.04,1010.99,79.2,436.46
33924,32.96,69.75,1008.86,40.23,435.56
33925,31.7,70.36,1006.26,58.18,438.38
33926,25.2,63.76,1009.78,64.96,438.15
33927,31.96,71.29,1008.39,47.51,433.04
33928,26.05,65.59,1012.78,67.03,437.04
33929,20.25,44.78,1007.93,40.16,462.44
33930,11.7,43.41,1016.08,62.27,467.51
33931,22.07,50.78,1008.6,61.33,449.96
33932,19.27,65.12,1015.63,73.48,449.42
33933,10.33,43.99,1020.7,96.68,474.17
33934,2.8,39.64,1011.01,82.96,482.66
33935,22.28,59.92,1009.36,95.38,437.85
33936,29.35,69.04,1008.55,61.78,445.04
33937,27.95,73.5,1010.42,58.01,435.45
33938,23.86,59.21,1013.02,73.6,441.22
33939,30.15,67.32,1013.83,32.8,436.92
33940,10.48,41.93,1017.17,92.81,480.01
33941,14.76,49.64,1026.31,75.67,461.16
33942,8.3,36.08,1020.63,80.42,481.6
33943,13.26,41.74,1021.89,63.32,473.44
33944,11.49,41.54,1020.17,70.91,476.74
33945,13.61,42.34,1017.78,88.84,466.17
33946,20.06,56.53,1020.38,75.16,455.99
33947,22.38,71.85,1009.56,74.91,441.47
33948,24.43,58.05,1011.88,71.39,445.68
33949,33.82,72.29,1008.67,46.95,432.13
33950,21.58,63.87,1015.27,63.15,451.88
33951,13.64,43.71,1024.41,84.46,468.85
33952,10.48,40.0,1021.35,88.52,478.86
33953,29.38,74.9,1003.25,72.19,433.74
33954,30.84,66.75,1017.54,40.69,432.03
33955,6.5,38.5,1013.92,90.1,486.78
33956,13.0,48.79,1017.14,85.23,464.12
33957,34.65,74.67,1016.03,26.67,427.69
33958,27.98,67.9,1006.3,73.53,436.08
33959,21.31,46.97,1014.08,62.57,455.76
33960,20.52,43.79,1015.9,68.1,463.93
33961,13.95,38.73,1003.87,83.94,468.21
33962,11.46,39.82,1012.09,86.2,477.99
33963,23.83,58.79,1009.77,78.13,444.34
33964,11.7,41.16,1019.58,87.49,464.12
33965,10.68,37.92,1009.59,65.05,474.03
33966,5.25,40.07,1019.48,67.7,495.23
33967,22.75,58.86,1016.0,67.34,448.32
33968,10.6,40.22,1011.37,85.81,477.62
33969,11.57,41.38,1021.71,61.49,473.94
33970,19.96,39.53,1006.16,62.77,460.49
33971,21.65,58.18,1008.33,95.28,441.05
33972,21.32,59.8,1016.26,76.26,452.7
33973,22.66,68.3,1017.73,86.92,431.27
33974,16.8,44.9,1009.14,79.78,456.42
33975,17.65,62.1,1019.63,84.3,452.2
33976,12.19,40.23,1017.76,81.44,474.92
33977,21.64,44.05,1007.73,74.79,447.96
33978,30.93,70.83,1010.61,46.13,440.59
33979,8.14,36.24,1013.15,87.85,480.25
33980,16.78,37.2,1011.97,68.94,471.24
33981,28.36,66.75,1017.71,52.6,433.88
33982,28.5,64.84,1011.47,54.41,441.74
33983,12.15,71.14,1019.56,86.06,462.51
33984,13.1,49.83,1007.29,92.79,466.08
33985,24.64,58.79,1009.82,73.96,444.26
33986,28.85,57.19,1008.2,58.4,436.8
33987,26.01,58.41,1013.56,70.84,443.74
33988,10.35,44.2,1018.46,88.6,478.36
33989,31.77,76.09,1007.4,73.36,431.69
33990,24.31,44.05,1006.16,73.3,442.69
33991,6.07,38.91,1019.25,83.39,483.56
33992,30.61,68.84,1011.18,52.5,439.9
33993,14.24,39.52,1018.22,77.19,468.51
33994,8.57,40.23,1017.53,90.46,484.17
33995,24.0,75.23,1010.69,72.46,443.78
33996,5.64,40.62,1015.76,85.98,483.17
33997,25.9,48.92,1009.82,35.42,443.8
33998,26.88,61.5,1009.17,61.26,440.13
33999,28.68,73.77,1004.72,87.01,431.66
34000,23.23,71.77,1005.01,88.1,432.8
34001,25.87,47.01,1014.67,61.87,452.32
34002,13.56,41.48,1008.53,87.2,459.76
34003,13.21,45.87,1008.58,85.66,463.1
34004,25.21,75.6,1017.19,69.84,445.84
34005,8.37,39.99,1010.36,93.26,482.31
34006,27.21,67.45,1013.83,43.26,436.47
34007,23.95,58.79,1010.45,74.34,448.32
34008,19.75,49.02,1009.38,92.89,446.63
34009,13.08,42.32,1016.63,83.72,462.41
34010,15.61,40.89,1010.48,80.26,467.3
34011,23.07,50.05,1006.9,86.98,442.97
34012,6.1,43.65,1018.07,75.85,485.24
34013,26.45,47.43,1008.87,53.25,442.12
34014,27.97,58.84,1002.25,57.88,446.11
34015,26.06,67.83,1009.26,66.37,432.28
34016,18.55,43.69,1016.84,47.95,465.2
34017,11.01,42.02,995.24,98.62,473.96
34018,19.89,69.48,1011.06,86.73,447.63
34019,24.88,73.17,1012.26,84.96,434.85
34020,21.61,49.39,1019.41,78.2,449.26
34021,23.77,59.21,1011.97,80.08,440.08
34022,6.15,40.77,1022.42,88.57,482.49
34023,22.36,58.79,1011.77,87.51,446.49
34024,20.21,60.84,1018.5,82.73,447.73
34025,11.39,43.72,1010.91,98.83,467.8
34026,25.82,61.08,1013.64,66.4,448.46
34027,14.1,44.84,1025.09,79.42,468.22
34028,24.16,65.06,1013.88,58.96,442.32
34029,15.64,38.28,1014.39,76.93,466.51
34030,15.25,39.16,1016.18,79.39,471.05
34031,23.27,67.9,1006.17,71.01,447.25
34032,12.64,40.69,1015.86,82.06,474.08
34033,22.65,60.93,1006.43,85.13,440.52
34034,17.35,42.86,1014.62,74.16,465.16
34035,17.98,39.63,1005.42,82.12,466.69
34036,25.44,69.59,1008.22,80.73,433.97
34037,17.03,43.99,1021.5,82.32,460.25
34038,26.08,48.6,1003.61,57.8,438.61
34039,26.72,67.79,1010.35,63.31,444.68
34040,10.41,44.68,1023.53,91.38,474.7
34041,5.56,45.87,1006.99,96.48,476.61
34042,29.41,64.05,1009.82,67.4,444.82
34043,19.9,56.53,1020.52,78.05,456.48
34044,10.27,41.44,1017.04,77.09,479.3
34045,25.36,74.99,1002.21,65.96,440.25
34046,21.99,57.5,1015.87,80.72,446.96
34047,22.12,63.91,1009.61,90.83,447.77
34048,25.14,69.13,1011.15,85.67,433.95
34049,14.77,48.06,1010.92,69.81,461.52
34050,11.33,41.16,1019.05,87.13,468.87
34051,18.4,40.79,1006.18,92.36,461.29
34052,22.73,43.79,1015.61,42.66,460.2
34053,10.07,39.66,1015.37,83.78,479.64
34054,14.43,44.84,1024.34,84.0,467.45
34055,19.64,46.33,1013.33,98.99,451.45
34056,16.53,53.29,1018.64,87.47,463.32
34057,8.51,42.32,1015.08,84.89,476.6
34058,21.68,64.15,1021.09,70.88,454.32
34059,20.07,42.23,1012.86,74.11,461.25
34060,9.34,38.08,1019.56,67.74,482.06
34061,24.44,69.13,1011.1,87.62,434.34
34062,13.46,41.4,1019.46,71.73,467.4
34063,10.15,43.41,1018.4,82.07,473.43
34064,16.96,46.36,1019.91,89.11,460.57
34065,14.94,42.77,1018.06,75.35,460.51
34066,14.66,40.73,1017.45,88.57,459.23
34067,17.59,65.48,1018.96,81.34,454.51
34068,20.73,59.87,1019.08,80.48,445.18
34069,26.0,69.88,1007.99,87.07,434.79
34070,14.9,52.05,1015.11,77.33,464.82
34071,29.37,74.78,1009.47,55.65,434.2
34072,15.42,37.85,1009.89,85.8,467.33
34073,11.9,39.16,1016.53,84.59,477.75
34074,12.79,44.03,1007.46,95.93,464.35
34075,8.01,41.66,1014.49,76.72,485.13
34076,20.78,62.52,1017.58,73.3,452.3
34077,24.99,60.37,1005.66,74.87,437.67
34078,28.66,77.95,1009.56,69.07,431.23
34079,17.85,48.14,1017.16,86.68,451.9
34080,10.04,39.13,1011.26,88.91,474.61
34081,30.57,69.82,1009.86,52.94,437.62
34082,28.22,51.43,1006.06,63.72,438.43
34083,11.8,43.99,1020.86,98.44,466.75
34084,22.94,61.5,1008.25,73.45,445.31
34085,8.83,41.26,1023.04,86.08,478.87
34086,27.3,56.85,1011.66,36.09,440.01
34087,22.69,64.45,1012.82,45.03,450.65
34088,23.6,48.98,1015.41,48.28,448.43
34089,24.34,70.79,1006.82,85.66,433.83
34090,12.53,43.56,1014.8,74.05,469.23
34091,31.01,69.13,1000.93,62.96,425.69
34092,18.38,62.1,1020.12,77.27,452.91
34093,27.73,67.69,1007.47,59.42,431.72
34094,22.86,47.43,1009.75,61.54,452.53
34095,33.15,68.51,1012.9,51.91,428.89
34096,15.78,41.16,1008.43,80.25,464.85
34097,5.71,40.77,1022.49,87.9,487.48
34098,25.03,59.21,1017.28,56.96,446.33
34099,5.63,39.22,1013.35,77.67,486.83
34100,27.64,75.6,1017.35,54.78,441.04
34101,31.01,67.69,1005.06,46.16,426.64
34102,12.69,40.71,1021.62,80.19,477.14
34103,14.85,38.91,1014.48,60.98,467.42
34104,10.26,39.13,1010.94,87.78,474.16
34105,4.65,35.19,1018.23,94.78,489.36
34106,20.77,43.77,1010.76,63.12,453.46
34107,30.22,74.9,1003.57,67.15,434.17
34108,32.56,68.94,1007.12,58.18,425.61
34109,26.05,58.59,1012.32,49.83,452.41
34110,23.05,48.98,1015.64,49.33,446.05
34111,23.21,74.22,1009.68,88.46,440.46
34112,12.9,43.41,1015.92,59.15,464.26
34113,26.1,74.16,1009.42,85.4,437.18
34114,14.56,47.45,1009.52,91.14,451.95
34115,27.96,49.16,1004.8,35.64,442.49
34116,13.16,43.71,1024.44,85.68,469.06
34117,23.44,72.24,1011.28,88.03,438.34
34118,25.1,69.89,1015.42,85.81,434.98
34119,9.68,39.96,1026.09,99.28,470.22
34120,23.84,63.47,1012.54,76.33,444.48
34121,28.39,51.43,1011.74,47.54,449.63
34122,14.13,41.23,994.6,93.02,467.84
34123,24.47,57.85,1013.05,66.34,445.37
34124,8.88,36.3,1015.27,56.96,478.7
34125,10.72,41.38,1021.6,63.77,478.29
34126,29.47,65.51,1014.71,58.28,444.8
34127,20.17,56.03,1019.47,56.77,458.04
34128,29.04,70.72,1009.55,66.58,437.95
34129,28.86,73.67,1006.65,68.23,431.15
34130,28.61,69.75,1009.82,71.7,440.53
34131,24.52,56.85,1012.59,54.47,438.89
34132,18.83,63.91,1010.8,96.18,448.15
34133,23.08,48.41,1008.44,82.35,443.5
34134,29.3,74.16,1007.72,81.92,431.32
34135,26.1,63.56,1013.12,61.0,442.75
34136,14.66,42.07,1018.14,84.68,462.77
34137,13.77,42.86,1030.72,77.3,471.38
34138,12.0,39.35,1015.48,82.51,476.64
34139,9.52,40.96,1023.48,86.49,483.59
34140,17.89,40.12,1011.99,76.52,451.79
34141,22.56,60.29,1018.19,67.53,447.15
34142,16.73,37.2,1012.94,74.04,463.89
34143,14.19,43.71,1024.38,83.03,467.8
34144,9.5,37.36,1015.13,63.41,478.8
34145,8.35,42.85,1010.46,90.13,483.63
34146,21.9,55.5,1018.85,60.27,456.52
34147,18.7,52.72,1024.84,57.72,458.06
34148,6.8,37.8,1021.09,70.02,485.96
34149,7.81,40.71,1023.32,82.08,475.46
34150,6.93,40.67,1020.17,71.16,494.61
34151,9.18,42.18,1017.4,87.3,475.57
34152,17.04,40.12,1011.81,83.14,458.1
34153,21.47,57.19,1006.45,75.8,448.31
34154,13.75,41.49,1019.9,88.23,469.02
34155,24.97,68.61,1011.0,55.04,453.26
34156,18.97,44.85,1014.86,46.31,466.17
34157,14.07,42.99,1007.57,96.05,468.87
34158,5.68,40.35,1012.11,92.86,486.79
34159,23.83,71.37,1002.04,64.78,443.29
34160,23.96,65.34,1015.52,56.82,449.23
34161,21.06,62.91,1011.92,75.52,455.22
34162,21.47,70.32,1011.72,88.36,440.0
34163,14.57,37.86,1022.44,68.82,463.58
34164,30.53,73.21,1000.37,74.17,430.2
34165,19.37,63.09,1018.79,81.52,450.18
34166,13.53,42.03,1017.52,84.02,466.71
34167,12.68,41.16,1020.09,83.32,464.93
34168,10.84,39.18,1023.64,87.1,474.49
34169,11.08,38.16,1014.45,74.99,473.32
34170,25.76,73.5,1011.44,81.36,437.0
34171,20.45,48.41,1010.81,86.7,444.69
34172,11.75,40.55,1018.09,97.7,472.43
34173,23.12,69.71,1008.98,84.41,442.21
34174,14.03,41.79,1008.07,83.32,457.98
34175,22.31,61.45,1009.25,98.56,437.05
34176,22.53,60.95,1015.12,75.1,449.43
34177,10.94,43.67,1012.36,73.3,477.34
34178,23.45,66.25,1009.1,90.28,443.44
34179,10.29,41.74,1019.9,80.51,480.62
34180,25.13,51.95,1005.42,62.05,447.7
34181,26.72,56.9,1007.12,58.54,435.16
34182,11.87,41.58,1017.29,90.3,464.77
34183,26.28,75.23,1011.44,68.35,435.28
34184,28.15,72.99,1007.62,70.03,431.83
34185,22.49,58.71,1009.75,76.43,443.33
34186,24.13,73.18,1012.62,91.52,436.22
34187,12.59,41.14,1025.79,86.55,465.74
34188,18.86,42.18,1001.16,98.58,457.07
34189,32.33,67.83,1008.11,57.48,427.84
34190,7.93,41.01,1023.64,97.23,476.37
34191,9.44,41.4,1027.64,86.22,473.94
34192,25.56,74.99,1005.41,85.75,433.63
34193,23.6,60.08,1017.51,63.02,451.97
34194,23.38,48.6,1004.45,69.19,440.9
34195,7.19,39.37,1019.67,70.77,480.4
34196,15.63,41.79,1006.7,78.28,455.24
34197,15.73,38.73,1002.48,76.91,466.63
34198,5.54,45.87,1008.69,95.91,478.02
34199,12.65,44.34,1014.74,92.81,473.46
34200,22.71,48.06,1012.82,67.81,445.1
34201,11.94,44.6,1018.69,85.33,468.53
34202,15.75,39.0,1015.91,69.58,460.73
34203,27.14,65.27,1013.26,55.17,441.68
34204,34.96,68.94,1006.17,59.26,431.48
34205,18.56,42.18,1001.46,99.59,456.61
34206,30.17,64.79,1017.06,43.81,439.75
34207,7.0,35.77,1018.21,64.84,482.8
34208,9.59,40.11,1026.05,74.27,470.71
34209,22.73,63.73,1009.12,94.8,441.75
34210,27.31,68.14,1005.73,50.74,437.83
34211,24.31,63.86,1019.47,58.54,442.69
34212,23.07,69.23,1011.78,76.06,437.08
34213,19.63,52.72,1025.09,51.16,459.12
34214,20.69,50.78,1008.71,91.95,447.58
34215,12.23,43.69,1016.46,84.4,471.62
34216,28.04,69.14,1007.16,80.38,436.37
34217,16.5,44.63,1020.58,64.11,458.78
34218,10.35,39.82,1013.33,94.78,477.14
34219,10.11,39.35,1015.19,90.74,479.83
34220,25.02,59.44,1012.49,73.65,444.08
34221,29.3,69.48,1010.1,53.69,429.42
34222,16.37,36.99,1006.37,90.11,463.76
34223,21.24,50.32,1008.54,84.83,447.32
34224,13.11,38.73,1005.89,89.02,473.38
34225,16.72,53.82,1015.46,66.9,458.25
34226,24.27,70.47,1008.96,78.31,434.24
34227,21.94,57.5,1014.64,78.52,451.1
34228,8.05,38.38,1021.14,86.39,482.17
34229,16.14,54.3,1017.93,65.68,460.73
34230,27.67,69.59,1009.13,82.15,437.29
34231,24.9,71.77,1006.24,85.25,427.77
34232,22.21,61.5,1008.34,76.22,445.77
34233,8.77,42.49,1010.7,86.78,469.1
34234,13.12,44.21,1019.57,89.29,469.09
34235,13.67,42.32,1015.41,79.04,464.56
34236,7.29,41.04,1024.06,89.19,474.71
34237,21.92,49.02,1009.29,88.56,443.31
34238,18.96,44.58,1016.66,71.95,461.96
34239,24.3,69.94,1007.02,62.14,438.92
34240,11.77,40.92,1021.85,81.55,467.31
34241,4.0,39.9,1009.64,97.16,490.79
34242,27.67,59.14,1016.51,61.2,433.37
34243,20.8,69.45,1013.7,82.48,443.77
34244,13.65,41.58,1020.56,72.17,460.8
34245,27.88,68.94,1007.68,75.68,435.04
34246,27.57,69.84,1004.91,68.37,426.6
34247,10.12,43.72,1011.33,97.62,473.05
34248,24.37,65.61,1014.5,65.67,443.13
34249,10.05,40.71,1015.51,84.21,471.68
34250,22.9,49.3,1003.45,80.95,441.77
34251,20.0,63.31,1017.06,63.1,449.68
34252,12.02,41.92,1030.1,84.45,465.82
34253,18.22,49.25,1020.33,61.87,454.66
34254,24.86,60.77,1016.85,71.24,440.68
34255,7.74,39.96,1025.78,95.81,475.23
34256,27.2,72.43,1006.75,80.67,430.32
34257,27.94,69.84,1003.11,70.47,428.67
34258,30.99,68.51,1008.0,71.35,430.09
34259,26.65,63.78,1015.32,53.95,440.26
34260,7.2,40.35,1011.83,95.59,484.9
34261,18.27,50.16,1011.07,95.91,451.76
34262,28.62,63.77,1012.82,55.77,441.97
34263,29.42,69.14,1007.32,75.04,437.75
34264,14.52,40.35,1011.11,69.84,470.8
34265,30.8,70.94,1007.06,63.09,432.44
34266,20.6,66.86,1013.08,62.48,451.44
34267,20.61,63.86,1015.43,73.86,446.34
34268,14.97,42.28,1007.31,79.25,466.62
34269,25.41,69.14,1006.4,87.4,436.59
34270,12.34,43.22,1009.28,78.23,468.52
34271,17.4,63.09,1020.84,92.58,453.0
34272,11.82,41.26,1020.74,91.14,466.95
34273,9.14,37.36,1015.22,78.06,491.97
34274,24.79,50.78,1008.78,61.88,445.3
34275,29.93,71.85,1008.43,66.64,426.82
34276,14.56,45.51,1015.39,69.84,469.79
34277,21.58,67.25,1017.39,79.0,446.15
34278,25.77,73.68,1014.18,87.53,429.84
34279,14.71,52.72,1024.7,70.29,462.34
34280,8.68,41.82,1032.83,73.62,478.61
34281,29.6,71.58,1010.34,52.56,434.64
34282,25.73,62.66,1010.15,54.66,444.85
34283,14.46,42.86,1031.34,69.84,464.44
34284,23.81,60.08,1017.29,62.66,450.33
34285,23.04,64.27,1014.29,80.23,439.67
34286,13.52,39.39,1012.91,84.03,474.82
34287,16.34,36.99,1006.99,90.06,466.24
34288,19.45,46.33,1013.39,99.52,452.82
34289,29.84,58.9,1005.24,56.18,440.93
34290,26.49,71.73,1010.07,74.48,431.06
34291,18.8,44.71,1016.56,31.29,459.85
34292,20.96,69.48,1011.04,82.63,444.31
34293,25.06,74.33,1014.05,69.02,437.27
34294,6.24,35.77,1019.24,70.7,483.36
34295,27.4,69.13,1001.4,82.47,426.18
34296,6.39,35.57,1025.53,77.23,487.69
34297,33.17,70.4,1004.45,58.0,430.14
34298,5.18,40.27,1010.84,81.64,489.1
34299,29.04,76.09,1007.52,75.44,430.32
34300,9.34,40.77,1012.14,90.81,477.36
34301,18.4,44.06,1017.36,70.88,456.8
34302,16.09,50.59,1015.69,84.41,463.64
34303,24.14,41.1,1002.1,38.49,450.13
34304,20.76,57.25,1011.01,90.31,444.85
34305,24.42,57.32,1011.46,55.92,443.94
34306,23.84,49.21,1013.6,47.63,447.03
34307,17.08,38.58,1015.41,73.42,461.49
34308,5.07,40.07,1019.32,66.17,494.87
34309,22.64,63.73,1013.88,84.22,447.21
34310,17.05,44.88,1017.69,88.19,459.63
34311,14.35,49.83,1006.39,91.23,462.54
34312,13.43,43.69,1016.21,73.01,475.36
34313,13.28,43.8,1023.17,63.98,466.78
34314,19.57,68.61,1011.13,96.4,448.73
34315,20.06,47.03,1013.66,83.23,461.02
34316,23.99,67.69,1007.9,78.57,437.1
34317,26.91,71.64,1004.59,83.54,438.73
34318,29.19,65.71,1013.85,50.5,444.49
34319,23.64,69.94,1005.2,64.53,439.66
34320,26.65,74.67,1015.73,77.32,435.9
34321,6.92,39.61,1018.64,82.27,483.83
34322,11.75,71.14,1019.36,75.68,466.56
34323,32.26,73.68,1014.75,60.9,426.48
34324,30.51,60.75,1009.86,51.0,435.57
34325,17.45,50.9,1012.16,83.8,458.67
34326,10.87,38.38,1020.85,69.78,477.03
34327,15.24,45.87,1009.46,85.95,456.33
34328,24.17,71.58,1010.16,89.96,436.27
34329,25.01,66.56,1004.55,82.46,434.74
34330,26.71,68.3,1015.07,62.7,436.66
34331,17.57,44.06,1015.43,72.75,459.73
34332,24.81,66.44,1011.19,69.96,435.79
34333,29.29,73.18,1012.4,66.65,430.31
34334,26.57,73.21,1002.31,92.51,431.68
34335,26.17,70.47,1010.25,68.96,434.56
34336,15.71,39.3,1019.2,62.28,462.84
34337,14.79,39.54,1007.25,82.54,469.23
34338,7.1,41.74,1022.25,91.07,484.12
34339,17.47,43.56,1014.15,54.71,460.87
34340,18.77,49.21,1012.2,58.69,454.86
34341,29.7,57.19,1008.41,55.07,436.29
34342,7.61,39.37,1015.84,83.73,483.74
34343,28.85,58.33,1013.78,41.39,444.0
34344,10.98,41.39,1017.54,85.31,476.31
34345,18.11,44.85,1014.48,48.94,458.85
34346,10.15,41.62,1015.86,97.4,463.89
34347,22.79,69.13,1010.87,91.47,438.08
34348,25.31,74.33,1015.04,79.88,436.21
34349,17.84,61.27,1020.1,70.68,454.57
34350,19.4,64.63,1020.38,81.1,453.84
34351,25.38,71.73,1009.97,72.6,434.44
34352,20.21,59.14,1016.0,70.38,448.79
34353,18.88,44.06,1013.81,68.54,451.13
34354,26.53,60.07,1016.55,54.79,438.54
34355,22.99,46.93,1014.15,49.42,451.41
34356,10.8,41.39,1019.74,74.08,478.75
34357,25.44,65.06,1013.82,55.72,440.09
34358,29.12,67.32,1014.21,48.8,435.2
34359,13.93,42.86,1032.37,71.11,468.88
34360,11.73,37.92,1008.24,65.13,472.04
34361,31.81,69.88,1007.94,55.91,432.6
34362,16.58,44.68,1021.5,83.38,458.87
34363,13.23,42.34,1018.02,97.49,462.21
34364,28.64,73.4,1011.48,52.84,441.32
